Feature ID	Taxon	Confidence
d1e9dd6c74889a2d9a8697b8d2af8400	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia	0.9896740426565257
8056f728ca890bddde373fbc7003a0d9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__wb1-P19; s__uncultured_bacterium	0.9793344309901709
c211de23b3d54170d7e41b89420db277	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella	0.9999914345880188
04742cc06f8f5b38a7c8399a836c6466	d__Bacteria; p__Acidobacteriota; c__Subgroup_25; o__Subgroup_25; f__Subgroup_25; g__Subgroup_25; s__uncultured_bacterium	0.9108891630768946
e16b5c90b96572f5189a0d1722610b35	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13	0.9999970745189025
7e26df2f6ec60737e1af11586f11304a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Euzebyales; f__Euzebyaceae; g__uncultured; s__uncultured_bacterium	0.7725616746005068
1d20faf8faa581cd7c1421878140d646	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ga0077536; f__Ga0077536; g__Ga0077536; s__uncultured_bacterium	0.9987461804693667
d2ce91b02dd3c401335a78b2a6934137	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium	0.8399295267147379
cdcd10502a74140a6bbe92ccc4f25214	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae	0.8773192598006458
19444682995c19a57f8cb5d1f383ee9e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Crossiella	0.9992594710075968
a41febf51141fc50c258e3438fd971ab	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__wb1-P19; s__uncultured_bacterium	0.9948796831940618
30422f5a02d788d192ed0c0289357652	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter	0.8995107139329279
c5e3eddff8735adaa4b1791f603d82fd	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_9; f__Subgroup_9; g__Subgroup_9; s__uncultured_bacterium	0.9968012144494982
c21d40141cc836959f74e74da9b05a7c	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__uncultured_Green	0.8908558529858166
364bbf6dbc0519ea71fc6590f3145984	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__Thaumarchaeota_archaeon	0.9941373874778278
7b02dca20d2acedac3d45dbddd96e333	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__11-24; f__11-24; g__11-24	0.9999989588321031
29e8bdf57e41bd23373d530b4ecdbebc	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae	0.9995392650608208
a0c44360b665b1f94179ba449da53fb0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13; s__uncultured_bacterium	0.9420065303365422
ab419c879a1cd4eefc9e2721f03e6e4e	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae; s__uncultured_Acidobacteria	0.867696518624083
5eb278067319d161f762aeec8ca7ea84	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__uncultured; s__uncultured_bacterium	0.8131137734862985
888f0e5d9c21395d1a08cd7f8d533fbf	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__uncultured_Green	0.8784837255293786
9652b2b331e1b4e3dd4444021a51965a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Candidatus_Ovatusbacter; s__uncultured_bacterium	0.8562823595640032
28c9ae167d4747c5c8bfd9b393aed038	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Crossiella; s__uncultured_bacterium	0.9154435277433504
d232acb0ca3429ca041833da62822823	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	0.8730462817360479
80e0708602fa465f4a42a5e65d8c55c1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13; s__uncultured_bacterium	0.864812380889343
38803ab73f2e3a17c07b94224dcd8677	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Steroidobacter	0.8771582206205871
7f9841a1389c8e2d10058e6d6ebe97d4	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17	0.9999999947078846
158d8c697770d78052d996cb26140172	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__11-24; f__11-24; g__11-24; s__uncultured_Acidobacteria	0.8240602463718367
83e7253586c3097f1a78aa56931451a8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__uncultured	0.9882153883267686
486382e544b27b9af51af320ab117ab9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.9999997651896997
949bf729b819055d948883996ec42fc7	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__uncultured	0.995204605953245
7ab5e4ff6c06da89ced2c462da7ad541	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Inquilinaceae; g__Inquilinus; s__Inquilinus_limosus	0.827496620736009
1c869c394f0db1d334729b9e59795706	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7	0.9999559175507822
8ba9ef49bc495e36ba5ee8be5b426882	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13; s__uncultured_bacterium	0.9951917392879085
822f6e627d59698eba6bacad6b4f4a5b	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41	0.9737473106737807
89053ed3d6e6bdc11c36de6623ab675b	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17; s__uncultured_bacterium	0.725594204088387
4b2a4375f651b842d29b448e2472fd96	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ga0077536; f__Ga0077536; g__Ga0077536; s__uncultured_bacterium	0.9967381077275298
f7117b3b318b02fd66fcfc460172758a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__Methyloligellaceae; s__uncultured_bacterium	0.9298911176635717
7363f2080e4c24ba8b7ac02cd9a02d7a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia	0.9988808742728381
76a0e68f9778ea399e52a14ebbf6994d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium	0.999219416838681
8dfd62d49ca79d630f5aac18fdf0e87e	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosotaleales; f__Nitrosotaleaceae; g__Nitrosotaleaceae; s__uncultured_archaeon	0.997021821833079
e868eba279b2ca205c6d91fe4ed48b1f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__uncultured	0.7373508402647881
85709f38ed50010ec8dbe4a3eb8436ea	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Crossiella	0.9995728867466904
8f22d2394a6cf04deeeedece3b526b66	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosotaleales; f__Nitrosotaleaceae; g__Nitrosotaleaceae; s__uncultured_archaeon	0.9985933429280847
39a40ffcf6dfce86b0a01218bed0a9c5	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__wb1-A12	0.9999999999933665
959ca6386fc7547d4db81fad793c11df	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Inquilinaceae; g__Inquilinus; s__Inquilinus_limosus	0.725487346373984
59cd1bfb12f983731650d72590c4d301	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__Planctomycetia_bacterium	0.9969592059521624
f622612d948a874a20ae277f4b6b1c73	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085; s__uncultured_bacterium	0.9998198164852644
31687f5ab32da69f7af101a1b6fab6c1	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae	0.9999808989434503
1d455e1a387acf0d2b47b14fe1c75600	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1.0000000000000016
438d15b1452d83ad4efa5b4b65354bbd	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	0.9999878691747691
26e8d24c121b316f1c0d053b1dab7a3e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9999892328545599
655bb877582e5edebd2be3eb4bd883dd	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pir4_lineage	0.9999927947453725
805d137e0fdcc847fdc6760a30d5e26b	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus_Nitrososphaera	0.9926479862995602
ec71672a192942d4a134ace18c6e4699	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__wb1-A12	0.9999999999984269
7fc2508720091a15473fbc608360a2e5	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales	0.9999999998551423
913174e67b27effe8ce11eb72c535468	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured_bacterium	0.7947997568705019
7b78f85ca8f16dff532a83222f62bbc8	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_bacterium	0.7640940832926181
a44d215f1280d2c9fb3340a005b07995	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	0.9995423694336381
98ae42e95b9cf98e2770e951d41a7f6f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Euzebyales; f__Euzebyaceae; g__uncultured; s__uncultured_actinobacterium	0.9083000378462806
4555bbe1ffc3e05ab52e0e7c96345bf1	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	0.9608256174454713
1cae06b062df67b3b258c59cf0ee4d1e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__B1-7BS; g__B1-7BS; s__uncultured_bacterium	0.7553234237940564
6a6af92f41aa7e8042f7a8404fd0b9ea	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella	0.9999999350867025
0021819901f9f0ec31353eb95c7f7f99	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999993146548277
666de41f27517c8af1c0b347b28d3a51	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae	0.905432454115871
69c17fa47e81096e5296f19abbfbc03e	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17	0.999999998695536
5b7af74bdb7b1e046b84500cd892827d	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__Thaumarchaeota_archaeon	0.9031794762449423
2a6f086fb79377957a33f96e187351b9	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17	0.9999999332765905
b505891a9206a898ea325fb9a8ff25ee	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosotaleales; f__Nitrosotaleaceae; g__Nitrosotaleaceae; s__uncultured_archaeon	0.9982077999212166
5e2a69606a68b5cf767e5e96266fe8c7	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae	0.9984297138643609
5ab379f01c8096ac39e475253bba4377	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_Acidobacteria	0.8591115293474223
687074873b1d379b2b15c9b599f062d5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3-20; g__TRA3-20	0.9999935963906468
2e96c2ee9e53c75b17547562b1ae9be9	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Euzebyales; f__Euzebyaceae; g__uncultured; s__uncultured_bacterium	0.7947963400544312
57838c19a1bedfae1dc67a8abbe1ee0a	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	0.9999872802329668
5017f8a3bb9c4357bd164323178f23fb	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_Anaerolineaceae	0.9413067461260982
ad066b9d98ad5c1eb065e0a2350a0664	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_9; f__Subgroup_9; g__Subgroup_9; s__uncultured_bacterium	0.9991104862645478
52fde3837f4558f0e01c9d89619c7c4c	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17	0.9999999989925373
a90c762804081251b63946ff028e8b4d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__B1-7BS; g__B1-7BS; s__uncultured_bacterium	0.7817106521260945
38f9b30d31d7a2f588e33d6b922fa91f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae	0.9990202507334344
a78e466a4a1f2d1ef89bbcfcf7d406cd	d__Bacteria; p__Acidobacteriota; c__Subgroup_25; o__Subgroup_25; f__Subgroup_25; g__Subgroup_25; s__uncultured_bacterium	0.950659290111559
d2826671ae71b9451255a7a74f4cd887	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae; s__uncultured_Acidobacteria	0.7907411687705461
e0ef93e0d3238a665d64aee7d5431e04	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__RBG-13-54-9; g__RBG-13-54-9; s__uncultured_soil	0.709650915636039
a51c4fce5eb542e1fad8066dc19e02bb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Nordella; s__uncultured_Alphaproteobacteria	0.7835425571715794
38f3d419e5ec01f064f702f47690d25a	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae	0.9999967485357263
738d260450c8a6d61e05224dbf44948c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella	0.7904699428587827
f83a4e9f62822f5e2293cfe0eeb019a9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured; s__uncultured_soil	0.8537329999482259
ccf5174254e6ca96350ff36fa314a325	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella; s__uncultured_bacterium	0.7148280088928153
c2311a365dff0ecf03a3bbdae7dca0ef	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaeraceae	0.967646660558095
19de85b4c9eb533daabbee3deab28171	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17; s__uncultured_Acidobacteria	0.8168726295478568
0f0f05595fa6872f3cc24fcc9f39004e	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_9; f__Subgroup_9; g__Subgroup_9; s__uncultured_bacterium	0.9983848723261941
0daffa15b5b01af19d41fbf51f6cabce	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__Thaumarchaeota_archaeon	0.836995717562227
599761cc2ca749caf1d02d0b38206319	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067	0.9999999940225373
be80e4cb9c5011298ae4f9c95347e896	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae; s__uncultured_proteobacterium	0.9995454452731524
87ead9ddd7547ad589657f5cf31cb108	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256	0.9078716948706428
1dc834a9bbafd9d4f9349187af0f0885	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Nordella; s__Nordella_oligomobilis	0.931193025181991
0393ab67436cb33daf245a8353769e83	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae	0.9999692275169157
0233bcf66fa5d89f34523000f2aa5f7b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	0.9229543055086402
56cc03cbed6805f45d987aa1e87ad64f	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__S-BQ2-57_soil_group; f__S-BQ2-57_soil_group; g__S-BQ2-57_soil_group; s__uncultured_Verrucomicrobia	0.8833442120185211
a77e2550bc70b713ddeed369bc3c74b3	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256	0.9995848571343146
930e49c1e4161b5f64ab7dd789ff0841	d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96	0.9999999909397834
6edfb054b60eafd6f0af5ba73247bc33	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13; s__metagenome	0.7919566372040412
aaf1ddd01e94c6253cdb6f4e78ce4681	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	0.9997475557442029
e3b7c0c331a5ebff8912aebad01aa5bf	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Blastocatellales; f__Blastocatellaceae; g__JGI_0001001-H03	0.8426277083280806
301391d20c9e77d1fae1d533e5254d3b	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured	0.9983689078218437
a485906ffb58a5470f397dddb3e8ee97	d__Bacteria; p__GAL15; c__GAL15; o__GAL15; f__GAL15; g__GAL15; s__uncultured_bacterium	0.9999807425275165
1a9365aa83a0fc2647e06af2217e9244	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella	0.9986228131169661
662b15546bc88bc409b501f6bd243020	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured	0.9868203521878792
33dbd8a07eeb3a5445702fb2b6c9311f	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_bacterium	0.9717854953706225
a24d8a68bdadada75bad7e8382803e60	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium	0.7495051619195943
5085486821bf04ee273f72b6ad706e8d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.9999989105717881
a13e5bad13581626902729438ea35b38	d__Bacteria; p__Actinobacteriota; c__MB-A2-108; o__MB-A2-108; f__MB-A2-108; g__MB-A2-108; s__uncultured_bacterium	0.9997554096475577
09d4b45073e77ab41cb75b0d6e49a984	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter	0.9975152401357479
aef6f30f81c873476fba0acd3e08c8e9	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17	0.9999999989449989
f5ec80c7b0d3b91833ded60630fd6acd	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Woesearchaeales; g__Woesearchaeales; s__uncultured_bacterium	0.8647978859282826
7a78131897eaee0056d948b7d678e4be	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__uncultured_bacterium	0.7723766000762562
365fedf55e89a8b7bbdb4aff8472ac07	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	0.9976955595098421
557c979bb70cd995de94a898f876e49f	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17	0.9999999980579778
ab51b11dff34db2d94eba08c40e7602c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__wb1-P19; s__uncultured_bacterium	0.9819037973235429
5738a4ca0d0c78de4f6d94d87a47047b	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__uncultured; f__uncultured; g__uncultured	0.9867656767189441
e7624f64ae18e0f6fa48fbb7a152d812	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella; s__uncultured_bacterium	0.8034392059754694
01ababfef532bd26268e007b13326319	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Dongia	0.9910347808894275
ff92b03c775d801e30536a3508e4e16f	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	0.9999999999968971
4404836419ceb71232cc39f1266ef0c9	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__WX65; g__WX65; s__bacterium_WX65	0.7584304338448958
c7a5194fc0e23302ea3f993118ae1898	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17; s__uncultured_bacterium	0.9975734209106335
e9e490a249a47e67c7c8b44606ee1ec7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13	0.999999992549718
5cf04f01b9a6122c9a75aaac3d0aa70e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__mle1-7; s__uncultured_Rhodocyclaceae	0.9839215735372862
54b2529be335f4c886e18c4d67406fbd	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_9; f__Subgroup_9; g__Subgroup_9; s__uncultured_bacterium	0.9965052029069649
e6db848948aedb6d4b76cb388410d796	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__RBG-13-54-9; g__RBG-13-54-9; s__uncultured_bacterium	0.8430560464474645
ed999855b5897aade320227133e90a1e	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256; s__uncultured_bacterium	0.9781132478120828
64e8ea1a268ccf1389ef6c5d08181f97	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__uncultured	0.7939646589544576
e24e9a80e1a54c4f7888ac66a04893be	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_9; f__Subgroup_9; g__Subgroup_9; s__uncultured_bacterium	0.9948002275659334
